"GeneSymbol","log2FoldChange","padj","Source","Avg_Intron_FC","Median_Intron_FC","Avg_IntronExon_Ratio","Median_IntronExon_Ratio","Num_Retained_Introns","Scaled_Chromatin_FC","Scaled_Intron_FC","Scaled_IntronExon_Ratio","GRIPP_Score","GRIPP_Definition"
"ZNF862",1.3616472754377,0.0185784560329838,"Chromatin_Enriched",1.61900263046176,1.58640942259952,0.539538892480069,0.539538892480069,4,2.80935316812113,0.550209735711195,0.320648698923329,0.870561685612642,TRUE
"ATOH8",1.62915867933654,7.81920143363509e-05,"Chromatin_Enriched",2.56812288500215,2.56812288500215,0.367076631977294,0.367076631977294,2,4.12386270206773,3.30227853903745,0.0124037217709503,0.869992422786488,TRUE
"TP63",1.44887255525812,0.00304266821503665,"Chromatin_Enriched",2.2997333966268,2.2997333966268,0.465856274579907,0.465856274579907,2,3.23796466002022,2.52405645962753,0.188954397776224,0.86845441841769,TRUE
"FBXO36",1.50979284581175,0.000256940814027016,"Chromatin_Enriched",1.16031823780512,1.16031823780512,0.421802518223989,0.421802518223989,2,3.53731751592249,-0.779791390662662,0.110216307008895,0.863727224294202,TRUE
"ZNF875",0.945596861962473,0.00516892826167669,"Chromatin_Enriched",1.27311756386177,1.2758250716506,1.9498536706864,1.9498536706864,23,0.7649459871756,-0.452718498906645,2.84133029800789,0.86357765747244,TRUE
"KDM4C",1.26791262838211,0.000573931849389795,"Chromatin_Enriched",1.87891404891196,1.73556167907885,0.631738403677392,0.631738403677392,22,2.34875565556691,1.30384880612748,0.485438584777935,0.861335924153895,TRUE
"DOK3",1.11680647364984,0.00280171867653119,"Chromatin_Enriched",1.30081124105039,1.27351325984554,0.921917808219178,0.921917808219178,10,1.60624345556855,-0.372417920897059,1.00408158332332,0.860472093104755,TRUE
"CDKL5",1.04209922629723,0.00252475341908871,"Chromatin_Enriched",2.01617615708783,1.96590125349134,1.17465000941679,1.17465000941679,5,1.23914363302398,1.70185397352592,1.45579450507627,0.853100252080719,TRUE
"UBE2Q2P2",0.924182838620237,0.0436436961425036,"Chromatin_Enriched",1.38868752808936,1.38868752808936,2.18637803590285,2.18637803590285,1,0.659720798891034,-0.117611865547216,3.26407465575654,0.849234674434469,TRUE
"MTERF4",1.15278017721624,0.000572844615747003,"Chromatin_Enriched",1.46452778672223,1.44798213334267,0.799219071105631,0.799219071105631,12,1.78301265351752,0.102294525472519,0.784779868803677,0.844102398028184,TRUE
"CAVIN4",1.38669808832168,0.004542903778023,"Chromatin_Enriched",1.2708320541017,1.2708320541017,0.477317554240631,0.477317554240631,1,2.93244897596025,-0.459345562316471,0.209439354176875,0.836573180642551,TRUE
"AFG3L1P",1.09701182655972,0.000932867873384703,"Chromatin_Enriched",1.14034923963148,1.21025240753726,0.921908352507416,0.921908352507416,10,1.50897563093813,-0.837693491734107,1.00406468295539,0.834007565281037,TRUE
"FLJ45513",1.42960818356611,0.00828756923824429,"Chromatin_Enriched",1.10298982135301,1.10298982135301,0.421198156682028,0.421198156682028,1,3.14330252642305,-0.94602084968769,0.109136120484894,0.81361945343734,TRUE
"SSH2",1.11140748671095,0.00129097605780446,"Chromatin_Enriched",1.57131910443196,1.55543767614266,0.837380036265534,0.837380036265534,7,1.57971367141211,0.411946598040886,0.852985665245954,0.813271385041989,TRUE
"MCRIP2",0.931043227724183,0.00573205164998212,"Chromatin_Enriched",1.20064586926909,1.11865288257619,1.87275433188051,1.87275433188051,14,0.693431686547735,-0.662857402653138,2.70352922860639,0.805799973580752,TRUE
