"GeneName","Treatment","Fraction","avgExon_reads","avgIntron_reads","ExonCount","IntronCount","IntronExon_Ratio"
"NEMP2","DMSO","Cytoplasm",23.8666666666667,12.6666666666667,10,1,0.509383378016086
"NEMP2","DMSO","Nucleoplasm",46.9333333333333,29.3333333333333,10,1,0.611961057023644
"NEMP2","GSK591","Chromatin",35.6666666666667,25.3333333333333,10,1,0.690909090909091
"NEMP2","GSK591","Cytoplasm",21.7,8.33333333333333,10,1,0.367107195301028
"NEMP2","GSK591","Nucleoplasm",50.5333333333333,22.3333333333333,10,1,0.433376455368693
"NENF","DMSO","Chromatin",500.333333333333,184.75,4,4,0.368517287234043
"NENF","DMSO","Cytoplasm",1342.16666666667,251.916666666667,4,4,0.187554287132399
"NENF","DMSO","Nucleoplasm",748.833333333333,145.916666666667,4,4,0.194598799733274
"NENF","GSK591","Chromatin",507.333333333333,172.25,4,4,0.338852459016393
"NENF","GSK591","Cytoplasm",1556.5,282.916666666667,4,4,0.181647940074906
"NENF","GSK591","Nucleoplasm",806.916666666667,164,4,4,0.202991232594121
"NEO1","DMSO","Chromatin",208.666666666667,95.8888888888889,30,6,0.45733969263381
"NEO1","DMSO","Cytoplasm",34.0777777777778,7.88888888888889,30,6,0.224897054165347
"NEO1","DMSO","Nucleoplasm",156.766666666667,30.3888888888889,30,6,0.192619198535108
"NEO1","GSK591","Chromatin",174.233333333333,94.6111111111111,30,6,0.539915033923023
"NEO1","GSK591","Cytoplasm",32.1,8.44444444444444,30,6,0.255119167505874
"NEO1","GSK591","Nucleoplasm",216.755555555556,48.6666666666667,30,6,0.223492193080927
"NEPRO","DMSO","Chromatin",174.777777777778,100.025641025641,12,13,0.569045998249538
"NEPRO","DMSO","Cytoplasm",174.916666666667,47.9230769230769,12,13,0.272419196152024
"NEPRO","DMSO","Nucleoplasm",96.3888888888889,23.9487179487179,12,13,0.245908113563561
"NEPRO","GSK591","Chromatin",163.75,93.2564102564103,12,13,0.566048013695965
"NEPRO","GSK591","Cytoplasm",188.416666666667,45.8974358974359,12,13,0.242309384412332
"NEPRO","GSK591","Nucleoplasm",124.138888888889,33.1025641025641,12,13,0.26452659438231
"NET1","DMSO","Chromatin",160.733333333333,64,15,4,0.395713107996702
"NET1","DMSO","Cytoplasm",374.733333333333,52,15,4,0.138396025550035
"NET1","DMSO","Nucleoplasm",112.4,12.4166666666667,15,4,0.109494415049971
"NET1","GSK591","Chromatin",140.644444444444,55.8333333333333,15,4,0.394179479133982
"NET1","GSK591","Cytoplasm",354.088888888889,46.3333333333333,15,4,0.130483759934915
"NET1","GSK591","Nucleoplasm",141.244444444444,17.8333333333333,15,4,0.12537103577566
"NETO2","DMSO","Chromatin",330.333333333333,126.52380952381,10,7,0.381862604196608
"NETO2","DMSO","Cytoplasm",714.733333333333,47.8095238095238,10,7,0.0667979561422184
"NETO2","DMSO","Nucleoplasm",284.766666666667,16.6666666666667,10,7,0.0583226408491777
"NETO2","GSK591","Chromatin",280.966666666667,126.380952380952,10,7,0.44821238579366
"NETO2","GSK591","Cytoplasm",645.2,31.1904761904762,10,7,0.0482675273761625
"NETO2","GSK591","Nucleoplasm",322.966666666667,14.0952380952381,10,7,0.0435082974438875
"NEU3","DMSO","Chromatin",286,67.6666666666667,3,4,0.235772357723577
"NEU3","DMSO","Cytoplasm",197.555555555556,18,3,4,0.0906547285954113
"NEU3","DMSO","Nucleoplasm",91.2222222222222,4.83333333333333,3,4,0.0524096385542169
"NEU3","GSK591","Chromatin",248.888888888889,68.4166666666667,3,4,0.273788350377946
"NEU3","GSK591","Cytoplasm",120.777777777778,7.08333333333333,3,4,0.0581660583941606
"NEU3","GSK591","Nucleoplasm",77.1111111111111,5.75,3,4,0.0736130867709815
"NEURL1B","DMSO","Chromatin",148.666666666667,27.8333333333333,1,2,0.185968819599109
"NEURL1B","DMSO","Cytoplasm",216,15.5,1,2,0.0714285714285714
"NEURL1B","DMSO","Nucleoplasm",77.3333333333333,5.16666666666667,1,2,0.0659574468085107
"NEURL1B","GSK591","Chromatin",108,24.3333333333333,1,2,0.223241590214067
"NEURL1B","GSK591","Cytoplasm",163.333333333333,12.3333333333333,1,2,0.0750507099391481
"NEURL1B","GSK591","Nucleoplasm",63.3333333333333,3.83333333333333,1,2,0.0595854922279793
"NEURL4","DMSO","Chromatin",166.3,48.9,30,10,0.292289300657501
"NEURL4","DMSO","Cytoplasm",61.1777777777778,6.33333333333333,30,10,0.101858470335954
"NEURL4","DMSO","Nucleoplasm",30.3222222222222,3.43333333333333,30,10,0.109613338063143
"NEURL4","GSK591","Chromatin",281.666666666667,79.8333333333333,30,10,0.282429245283019
"NEURL4","GSK591","Cytoplasm",62.6111111111111,7.7,30,10,0.121048034934498
"NEURL4","GSK591","Nucleoplasm",41.1888888888889,4.46666666666667,30,10,0.105873057677114
"NF1","DMSO","Chromatin",90.9617486338798,58.5238095238095,61,14,0.636392961130022
"NF1","DMSO","Cytoplasm",83.4262295081967,19.3333333333333,61,14,0.228996763754045
"NF1","DMSO","Nucleoplasm",38.3989071038251,7.38095238095238,61,14,0.187339013275213
"NF1","GSK591","Chromatin",101.169398907104,126.119047619048,61,14,1.23441117367951
"NF1","GSK591","Cytoplasm",91.3934426229508,39.1904761904762,61,14,0.424169454864984
"NF1","GSK591","Nucleoplasm",48.5409836065574,20.8571428571429,61,14,0.421007847215657
"NF2","DMSO","Chromatin",94.6190476190476,88.7333333333333,21,10,0.927988047808765
"NF2","DMSO","Cytoplasm",189.015873015873,81.8666666666667,21,10,0.430841199565617
"NF2","DMSO","Nucleoplasm",71.0634920634921,26.3333333333333,21,10,0.365418502202643
"NF2","GSK591","Chromatin",99.5079365079365,150.733333333333,21,10,1.49971572962729
"NF2","GSK591","Cytoplasm",169.222222222222,69.6333333333333,21,10,0.409073107049608
"NF2","GSK591","Nucleoplasm",73.4126984126984,28.7,21,10,0.385686860068259
