"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KIF20B:10:89717722:89719418",26.7882919885148,3.45932124961972,0.579144034357718,5.97316219177872,2.3269834447095e-09,3.63973729952702e-09
"KIF20B:10:89717722:89723963",56.1668537438736,3.70431801482919,0.451412876180767,8.20605306204381,2.28578427382324e-16,7.41868435928671e-16
"KIF20B:10:89719706:89723963",15.9290425147564,4.29629282548591,0.781133440692285,5.50007540539846,3.79628863383904e-08,5.15407782299853e-08
"KIF20B:10:89745959:89751345",15.4161705113093,4.37885109802953,0.819179608558001,5.3454102766762,9.02124770760018e-08,1.17555237627157e-07
"KIF20B:10:89762835:89768289",73.3038157072076,5.76718866117611,0.514092683392047,11.2181885630495,3.32001223709627e-29,3.13740734977286e-28
"RPP30:10:90872068:90874868",2.68384955616918,3.91924257534147,1.71262534801248,2.28844129855359,0.0221118349301158,0.0223011552535709
"RPP30:10:90876098:90879062",9.38990921060246,5.71594981502525,1.19162315114354,4.79677640497331,1.61239411802704e-06,1.87896853572449e-06
"RPP30:10:90879134:90885811",5.78414780714718,7.47848985332983,1.61922622207522,4.61855777245586,3.86416399503845e-06,4.39185699579597e-06
"RPP30:10:90894891:90895453",20.0426763971376,5.85763315312576,0.8651519896189,6.7706405619041,1.28213448458851e-11,2.61106981453021e-11
"RPP30:10:90895917:90896312",11.6622865269729,3.37338471279616,0.918689834652366,3.67195171379321,0.000240705168525434,0.000252832802093981
"RPP30:10:90896392:90900569",15.9681098438635,4.73410785543638,0.821804452862757,5.76062570474656,8.3802690788452e-09,1.22672124761648e-08
"RPP30:10:90900668:90902242",145.696340188253,1.97073377912586,0.392874324610287,5.01619387085359,5.2705146846722e-07,6.37736902658699e-07
"RPP30:10:90902344:90903191",14.82880600591,2.66501041859692,0.826777502320046,3.22337075104069,0.00126691458359902,0.00130574654251099
"RPP30:10:90903276:90905301",31.8303049988634,5.12145906103331,0.636599480676645,8.04502550895845,8.62274602327755e-16,2.66066055951815e-15
"ANKRD1:10:90912976:90915542",61.6622770979574,9.93006071016488,1.26412503255058,7.85528365823857,3.98868408829169e-15,1.15723134965336e-14
"ANKRD1:10:90915880:90916170",21.7831241542387,7.48559104101045,1.18411256229427,6.32168873076288,2.58720132768716e-10,4.53561383794861e-10
"ANKRD1:10:90916269:90917731",56.5494592930779,7.99156883186574,0.876958864023662,9.11282063470894,8.02674456759008e-20,3.51158872200375e-19
"ANKRD1:10:90917830:90918864",15.0698443312644,8.86249826097223,1.41557451376207,6.26070770193442,3.83234263110509e-10,6.58408639720525e-10
"PCGF5:10:91163081:91222688",77.9134499519958,4.07716405530307,0.441210704580696,9.24085479561924,2.44535783338572e-20,1.11718725281018e-19
"PCGF5:10:91220327:91222688",24.8803038003897,2.36050227939092,0.566053119169992,4.1701073617475,3.04456175677742e-05,3.30487860121034e-05
"PCGF5:10:91222983:91227336",16.4513804359976,5.79048329206238,0.926750118297308,6.24816029449349,4.15315337271628e-10,7.10552486874589e-10
"PCGF5:10:91222983:91240483",93.937872465077,2.30783798297436,0.390627544535356,5.90802675146601,3.46229805560420e-09,5.30682307025932e-09
"PCGF5:10:91251440:91261325",19.9976572746192,5.46352268492797,0.898233151954885,6.08252175177163,1.18306840334385e-09,1.91802903797343e-09
"PCGF5:10:91264520:91271637",10.0296740205113,8.27220469835908,1.48563498197536,5.5681272982412,2.5749168764703e-08,3.56065227822101e-08
"HECTD2-AS1:10:91350879:91525027",19.6599068965855,4.16030111264737,0.723838216777915,5.7475565896016,9.05423014671563e-09,1.32005614972199e-08
"HECTD2:10:91409421:91425280",45.6963163451856,6.03416534591715,0.686029518873675,8.79578091016267,1.42056528882635e-18,5.58761684668756e-18
"HECTD2:10:91410576:91425280",38.9952709931451,9.26760981878722,1.3040522864803,7.1067777840419,1.18783451085254e-12,2.70314592619183e-12
"HECTD2:10:91462184:91478200",22.5749747372127,3.65486881766069,0.640458104860821,5.70664777277654,1.15222875277368e-08,1.65870586788634e-08
"HECTD2:10:91485303:91487719",12.071865885034,4.70223553522426,0.914824437810807,5.14004145590689,2.74677859737134e-07,3.41082891996237e-07
"HECTD2:10:91493508:91496204",22.8983355152707,6.57673268035554,0.974838538560527,6.74648407937064,1.51470678764767e-11,3.05978662343318e-11
