"","DMSO_Chromatin_rep1","DMSO_Chromatin_rep2","DMSO_Chromatin_rep3","DMSO_Cytoplasm_rep1","DMSO_Cytoplasm_rep2","DMSO_Cytoplasm_rep3","DMSO_Nucleoplasm_rep1","DMSO_Nucleoplasm_rep2","DMSO_Nucleoplasm_rep3","GSK591_Chromatin_rep1","GSK591_Chromatin_rep2","GSK591_Chromatin_rep3","GSK591_Cytoplasm_rep1","GSK591_Cytoplasm_rep2","GSK591_Cytoplasm_rep3","GSK591_Nucleoplasm_rep1","GSK591_Nucleoplasm_rep2","GSK591_Nucleoplasm_rep3"
"SAMD11:1:924948:925921",18.4998602868982,43.5196312575902,27.2371258515536,3.62077229843454,6.79102674867967,7.33197653685819,0.829029508791524,1.86170029274692,0,31.0657951540478,94.4012147457524,65.4709767872244,11.9944343256699,8.94749986835019,2.01629086619352,1.47031824365566,0.959407847539592,1.54776892940834
"SAMD11:1:926013:930154",52.0308570569013,353.277006679262,285.445078924282,5.43115844765181,1.35820534973593,2.93279061474328,0.829029508791524,0,0.344665849525447,383.884468689305,858.002151800283,496.907926385088,15.9925791008932,23.0078568043291,6.04887259858056,2.94063648731132,5.75644708523755,2.57961488234724
"SAMD11:1:931089:935771",70.5307173437995,154.878687710836,128.559234019333,5.43115844765181,2.71641069947187,4.39918592211492,1.38171584798587,0.465425073186729,0,224.117522182773,369.213639894498,226.630304263469,3.99814477522331,6.39107133453585,8.06516346477408,0.980212162437105,0.479703923769796,0.773884464704172
"SAMD11:1:935896:939039",31.2185142341408,65.2794468863853,63.1901319756043,66.984287521039,73.3430888857404,64.5213935243521,3.03977486556892,4.65425073186729,3.10199264572902,64.3505756762419,92.3034099736246,99.0458366781088,47.9777373026797,26.8424996050506,68.5538894505797,5.39116689340408,7.19555885654694,3.09553785881669
"SAMD11:1:939129:939274",18.4998602868982,46.0796095668602,33.7740360559264,36.2077229843454,62.4774460878529,51.3238357580074,2.76343169597175,6.98137609780093,3.10199264572902,57.693619571803,54.5429240753236,63.7922337926802,27.9870134265631,23.0078568043291,32.2606538590963,4.90106081218553,1.91881569507918,3.35349934705141
"SAMD11:1:939412:941143",55.4995808606947,156.158676865471,103.501078235904,117.675099699123,90.9997584323075,87.9837184422983,4.97417705274914,10.239351610108,5.85931944193259,128.701151352484,182.509015175121,132.620696568993,113.947126093864,38.3464280072151,66.5375985843862,5.88127297462263,6.71585493277715,7.22292167057227
"SAMD11:1:939460:941143",45.0934094493144,122.878958844961,83.890347622785,72.4154459686908,48.8953925904936,60.1222076022372,3.3161180351661,3.72340058549383,4.48065604383081,68.7885464125344,123.770481555542,92.3308646999319,77.9638231168545,24.2860710712362,48.3909807886445,1.96042432487421,3.35792746638857,2.83757637058196
"SAMD11:1:941306:942135",36.9997205737965,113.919034762516,74.0849823162257,66.984287521039,51.6118032899655,65.9877888317237,3.03977486556892,2.79255043912037,5.51465359240715,110.949268407314,155.237553137459,147.729383519891,49.9768096902913,31.9553566726792,58.4724351196121,6.37137905584118,7.19555885654694,1.80573041764307
"SAMD11:1:942251:942409",26.5935491624162,76.7993492781004,51.2057966009207,56.1219706257354,46.1789818910217,41.0590686064059,2.76343169597175,2.32712536593364,2.41266094667813,64.3505756762419,73.4231670244741,45.3260608526938,33.9842305893981,17.8949997367004,40.3258173238704,0.980212162437105,2.87822354261878,0.257961488234724
"SAMD11:1:942488:942558",24.2810666265539,74.2393709688304,52.2952816349829,27.1557922382591,16.2984641968312,35.1934873769193,1.38171584798587,6.98137609780093,3.10199264572902,93.1973854621434,106.988043378519,92.3308646999319,19.9907238761165,17.8949997367004,16.1303269295482,2.94063648731132,1.43911177130939,0.515922976469448
